language,count,date
persian,101,2015-07
greek,204,2015-07
urdu,26,2015-07
belarusian,29,2015-07
bengali,7,2015-07
tamil,16,2015-07
gujarati,1,2015-07
telugu,2,2015-07
hindi,2,2015-07
armenian,3,2015-07
english,1746624,2015-08
chinese,37436,2015-08
japanese,20997,2015-08
german,9782,2015-08
russian,14389,2015-08
french,6637,2015-08
portuguese,6895,2015-08
vietnamese,1916,2015-08
spanish,7723,2015-08
korean,5313,2015-08
italian,1072,2015-08
dutch,2180,2015-08
ukrainian,487,2015-08
arabic,1576,2015-08
bulgarian,128,2015-08
hebrew,391,2015-08
thai,258,2015-08
georgian,72,2015-08
tamil,22,2015-08
greek,106,2015-08
persian,63,2015-08
urdu,35,2015-08
hindi,1,2015-08
belarusian,17,2015-08
marathi,4,2015-08
bengali,5,2015-08
armenian,4,2015-08
telugu,1,2015-08
english,1784293,2015-09
chinese,36680,2015-09
japanese,23450,2015-09
german,12131,2015-09
russian,10748,2015-09
spanish,9687,2015-09
french,7110,2015-09
korean,3761,2015-09
portuguese,7253,2015-09
dutch,2450,2015-09
arabic,1570,2015-09
italian,1212,2015-09
hebrew,749,2015-09
vietnamese,1129,2015-09
ukrainian,810,2015-09
thai,166,2015-09
greek,122,2015-09
persian,60,2015-09
bulgarian,176,2015-09
urdu,24,2015-09
marathi,14,2015-09
belarusian,20,2015-09
hindi,6,2015-09
georgian,35,2015-09
tamil,16,2015-09
armenian,8,2015-09
punjabi,2,2015-09
telugu,3,2015-09
bengali,3,2015-09
english,1943063,2015-10
japanese,25757,2015-10
russian,18816,2015-10
chinese,37921,2015-10
spanish,11938,2015-10
german,13637,2015-10
portuguese,7675,2015-10
french,8635,2015-10
korean,4726,2015-10
arabic,1282,2015-10
dutch,3585,2015-10
vietnamese,1923,2015-10
italian,1353,2015-10
ukrainian,728,2015-10
greek,285,2015-10
persian,64,2015-10
georgian,63,2015-10
hebrew,425,2015-10
thai,73,2015-10
marathi,54,2015-10
belarusian,10,2015-10
tamil,47,2015-10
hindi,19,2015-10
bulgarian,720,2015-10
bengali,4,2015-10
urdu,23,2015-10
armenian,1,2015-10
telugu,2,2015-10
punjabi,4,2015-10
gujarati,2,2015-10
english,1898869,2015-11
chinese,46304,2015-11
japanese,24475,2015-11
russian,19401,2015-11
korean,5961,2015-11
german,15975,2015-11
spanish,12647,2015-11
french,8215,2015-11
portuguese,11211,2015-11
dutch,4974,2015-11
italian,1872,2015-11
arabic,1270,2015-11
hebrew,474,2015-11
vietnamese,3104,2015-11
ukrainian,1217,2015-11
bulgarian,512,2015-11
marathi,26,2015-11
persian,241,2015-11
urdu,38,2015-11
greek,296,2015-11
thai,127,2015-11
bengali,24,2015-11
tamil,35,2015-11
armenian,10,2015-11
belarusian,16,2015-11
georgian,44,2015-11
hindi,6,2015-11
telugu,2,2015-11
gujarati,4,2015-11
punjabi,1,2015-11
english,1805181,2015-12
chinese,53964,2015-12
japanese,25705,2015-12
russian,17480,2015-12
german,12671,2015-12
spanish,9125,2015-12
french,8482,2015-12
portuguese,8192,2015-12
korean,6269,2015-12
vietnamese,1942,2015-12
italian,2053,2015-12
dutch,3708,2015-12
arabic,1100,2015-12
ukrainian,998,2015-12
thai,144,2015-12
bulgarian,229,2015-12
greek,205,2015-12
urdu,45,2015-12
georgian,159,2015-12
persian,247,2015-12
hebrew,312,2015-12
marathi,7,2015-12
tamil,34,2015-12
hindi,6,2015-12
belarusian,23,2015-12
telugu,1,2015-12
gujarati,3,2015-12
bengali,7,2015-12
armenian,7,2015-12
punjabi,2,2015-12
