language,count,date
persian,662,2022-08
ukrainian,3438,2022-08
belarusian,36,2022-08
hebrew,248,2022-08
bengali,57,2022-08
gujarati,58,2022-08
georgian,96,2022-08
tamil,21,2022-08
armenian,67,2022-08
hindi,17,2022-08
marathi,11,2022-08
urdu,8,2022-08
telugu,4,2022-08
punjabi,1,2022-08
english,2705968,2022-09
chinese,259052,2022-09
korean,95640,2022-09
japanese,55835,2022-09
russian,35132,2022-09
spanish,22452,2022-09
portuguese,25324,2022-09
german,12923,2022-09
french,12138,2022-09
vietnamese,3287,2022-09
dutch,5088,2022-09
ukrainian,3217,2022-09
thai,1658,2022-09
persian,291,2022-09
greek,302,2022-09
italian,2334,2022-09
tamil,17,2022-09
arabic,192,2022-09
belarusian,41,2022-09
hebrew,110,2022-09
armenian,78,2022-09
georgian,85,2022-09
bulgarian,51,2022-09
bengali,41,2022-09
gujarati,15,2022-09
marathi,6,2022-09
urdu,8,2022-09
hindi,4,2022-09
english,3604632,2022-10
chinese,212960,2022-10
korean,130059,2022-10
japanese,66246,2022-10
russian,52467,2022-10
portuguese,28431,2022-10
spanish,30431,2022-10
german,18030,2022-10
french,16009,2022-10
ukrainian,4542,2022-10
dutch,10827,2022-10
vietnamese,3675,2022-10
italian,2961,2022-10
greek,550,2022-10
thai,831,2022-10
hebrew,170,2022-10
arabic,214,2022-10
bengali,81,2022-10
persian,331,2022-10
bulgarian,90,2022-10
belarusian,40,2022-10
gujarati,27,2022-10
georgian,188,2022-10
tamil,67,2022-10
armenian,60,2022-10
urdu,6,2022-10
marathi,5,2022-10
punjabi,2,2022-10
hindi,4,2022-10
telugu,2,2022-10
english,3479695,2022-11
korean,166399,2022-11
chinese,154353,2022-11
japanese,60933,2022-11
russian,53086,2022-11
spanish,31810,2022-11
portuguese,26024,2022-11
german,21922,2022-11
french,18579,2022-11
vietnamese,4333,2022-11
dutch,10098,2022-11
ukrainian,4527,2022-11
italian,3446,2022-11
hebrew,325,2022-11
persian,439,2022-11
arabic,268,2022-11
bulgarian,178,2022-11
greek,698,2022-11
thai,354,2022-11
belarusian,48,2022-11
bengali,39,2022-11
hindi,14,2022-11
marathi,7,2022-11
urdu,14,2022-11
tamil,41,2022-11
georgian,40,2022-11
armenian,38,2022-11
gujarati,18,2022-11
punjabi,1,2022-11
english,3293329,2022-12
chinese,141823,2022-12
korean,143158,2022-12
japanese,67423,2022-12
spanish,20733,2022-12
portuguese,21989,2022-12
russian,57513,2022-12
vietnamese,4534,2022-12
german,19050,2022-12
french,17609,2022-12
gujarati,92,2022-12
ukrainian,7332,2022-12
dutch,7274,2022-12
italian,3574,2022-12
arabic,224,2022-12
thai,2760,2022-12
greek,503,2022-12
persian,555,2022-12
hebrew,301,2022-12
bengali,30,2022-12
tamil,29,2022-12
belarusian,55,2022-12
marathi,25,2022-12
hindi,15,2022-12
urdu,10,2022-12
bulgarian,139,2022-12
georgian,103,2022-12
armenian,34,2022-12
telugu,2,2022-12
