language,count,date
bengali,5,2019-04
english,3501077,2019-05
chinese,180586,2019-05
japanese,64739,2019-05
russian,38719,2019-05
korean,31201,2019-05
german,22065,2019-05
spanish,25060,2019-05
portuguese,22756,2019-05
french,15028,2019-05
dutch,7732,2019-05
vietnamese,6889,2019-05
italian,3561,2019-05
ukrainian,1705,2019-05
persian,559,2019-05
greek,575,2019-05
hebrew,633,2019-05
thai,843,2019-05
arabic,216,2019-05
tamil,98,2019-05
bulgarian,137,2019-05
belarusian,387,2019-05
bengali,14,2019-05
georgian,222,2019-05
armenian,278,2019-05
telugu,11,2019-05
marathi,2,2019-05
punjabi,1,2019-05
urdu,10,2019-05
gujarati,3,2019-05
english,3267142,2019-06
chinese,183325,2019-06
japanese,61447,2019-06
russian,33481,2019-06
korean,26828,2019-06
portuguese,18942,2019-06
spanish,21310,2019-06
german,17597,2019-06
french,13589,2019-06
vietnamese,5623,2019-06
dutch,6447,2019-06
italian,3239,2019-06
thai,578,2019-06
greek,304,2019-06
persian,347,2019-06
ukrainian,1700,2019-06
georgian,191,2019-06
hebrew,314,2019-06
marathi,9,2019-06
tamil,143,2019-06
bulgarian,102,2019-06
telugu,3,2019-06
arabic,144,2019-06
belarusian,214,2019-06
bengali,34,2019-06
armenian,6,2019-06
urdu,6,2019-06
gujarati,9,2019-06
punjabi,2,2019-06
hindi,3,2019-06
english,3539572,2019-07
chinese,200967,2019-07
japanese,60414,2019-07
korean,29408,2019-07
russian,31398,2019-07
german,17026,2019-07
portuguese,16004,2019-07
spanish,17281,2019-07
french,12430,2019-07
vietnamese,7145,2019-07
dutch,6262,2019-07
italian,3470,2019-07
belarusian,87,2019-07
thai,354,2019-07
persian,458,2019-07
greek,326,2019-07
hebrew,251,2019-07
arabic,258,2019-07
ukrainian,1211,2019-07
bulgarian,162,2019-07
hindi,3,2019-07
marathi,4,2019-07
urdu,19,2019-07
tamil,311,2019-07
georgian,66,2019-07
bengali,51,2019-07
telugu,2,2019-07
armenian,9,2019-07
punjabi,1,2019-07
gujarati,1,2019-07
english,3305788,2019-08
chinese,182230,2019-08
japanese,60973,2019-08
korean,33298,2019-08
russian,27695,2019-08
german,21111,2019-08
portuguese,13847,2019-08
spanish,15160,2019-08
french,11044,2019-08
vietnamese,6143,2019-08
dutch,6005,2019-08
italian,1972,2019-08
persian,559,2019-08
ukrainian,745,2019-08
thai,434,2019-08
hebrew,233,2019-08
belarusian,121,2019-08
tamil,167,2019-08
bulgarian,111,2019-08
greek,225,2019-08
arabic,258,2019-08
georgian,144,2019-08
hindi,5,2019-08
armenian,9,2019-08
telugu,1,2019-08
urdu,5,2019-08
gujarati,2,2019-08
bengali,16,2019-08
marathi,6,2019-08
punjabi,3,2019-08
english,3244851,2019-09
chinese,165267,2019-09
japanese,58591,2019-09
spanish,21310,2019-09
russian,40525,2019-09
korean,26407,2019-09
portuguese,20355,2019-09
vietnamese,5554,2019-09
german,20255,2019-09
french,12363,2019-09
dutch,6686,2019-09
italian,2356,2019-09
ukrainian,1052,2019-09
thai,405,2019-09
georgian,95,2019-09
tamil,45,2019-09
greek,433,2019-09
persian,426,2019-09
bulgarian,71,2019-09
hebrew,330,2019-09
belarusian,64,2019-09
bengali,29,2019-09
marathi,6,2019-09
telugu,5,2019-09
urdu,10,2019-09
arabic,212,2019-09
gujarati,5,2019-09
armenian,16,2019-09
punjabi,1,2019-09
english,3914353,2019-10
chinese,171176,2019-10
japanese,65389,2019-10
russian,41838,2019-10
korean,30349,2019-10
portuguese,29140,2019-10
spanish,26747,2019-10
german,23176,2019-10
french,15355,2019-10
vietnamese,8574,2019-10
dutch,7985,2019-10
persian,989,2019-10
ukrainian,2161,2019-10
italian,3775,2019-10
greek,479,2019-10
arabic,228,2019-10
hebrew,170,2019-10
bulgarian,74,2019-10
tamil,47,2019-10
thai,561,2019-10
urdu,12,2019-10
marathi,6,2019-10
belarusian,36,2019-10
georgian,132,2019-10
bengali,270,2019-10
armenian,22,2019-10
punjabi,3,2019-10
hindi,4,2019-10
telugu,3,2019-10
english,3591036,2019-11
chinese,191760,2019-11
japanese,69060,2019-11
russian,42613,2019-11
korean,42282,2019-11
portuguese,24466,2019-11
german,25186,2019-11
spanish,23523,2019-11
french,15904,2019-11
vietnamese,7758,2019-11
dutch,8896,2019-11
italian,3577,2019-11
greek,769,2019-11
ukrainian,1570,2019-11
persian,385,2019-11
thai,1596,2019-11
arabic,156,2019-11
hebrew,315,2019-11
bulgarian,119,2019-11
belarusian,104,2019-11
armenian,60,2019-11
punjabi,3,2019-11
tamil,55,2019-11
bengali,40,2019-11
urdu,8,2019-11
marathi,2,2019-11
hindi,6,2019-11
georgian,106,2019-11
gujarati,7,2019-11
telugu,2,2019-11
english,3171452,2019-12
chinese,189425,2019-12
japanese,71536,2019-12
russian,37030,2019-12
korean,41555,2019-12
german,22156,2019-12
spanish,16047,2019-12
french,14954,2019-12
ukrainian,2154,2019-12
portuguese,15328,2019-12
dutch,7816,2019-12
vietnamese,7837,2019-12
thai,2416,2019-12
italian,3934,2019-12
urdu,114,2019-12
persian,385,2019-12
greek,433,2019-12
arabic,190,2019-12
hebrew,336,2019-12
belarusian,32,2019-12
bengali,47,2019-12
tamil,21,2019-12
bulgarian,69,2019-12
marathi,4,2019-12
georgian,54,2019-12
armenian,25,2019-12
punjabi,4,2019-12
hindi,6,2019-12
gujarati,3,2019-12
telugu,1,2019-12
